Longitude,Latitude,Water_Level
-80.1184607829152,43.08832239695808,203.32082
-80.05703735856152,43.08783270494306,189.09554
-80.14886130158442,43.111064725699194,204.49467
-80.02596948178704,43.11008457586989,203.04694
-79.99524752295727,43.109818920156194,211.2794
-79.96452598850946,43.109545017744615,211.19142
-79.93380489140874,43.10926286895432,213.34381
-80.1178143943744,43.13334163175866,215.41489
-80.08707997771153,43.133100529451696,203.35251
-80.05634594705498,43.132851173095176,209.8241
-79.96414630097911,43.13205358268351,214.15327
-79.93341394419822,43.13177121313208,216.10522
-79.8719505963945,43.13118171686856,224.6367
-79.84121963133131,43.13087459084364,221.21994
-79.8104891561316,43.13055921336409,214.0693
-80.0559996430848,43.155360270492544,213.85564
-80.02525473701704,43.15510245882181,218.77296
-79.99451024348966,43.1548363872368,215.3409
-79.96376617550433,43.154562056047865,220.42398
-79.93302254606161,43.15427946557499,226.06076
-79.90227936816082,43.15398861614777,231.52153
-79.87153665480014,43.153689508105465,215.91393
-79.84079441897649,43.15338214179692,207.38821
-79.81005267368549,43.15306651758061,208.30693
-79.71783051094489,43.15207010121421,203.00406
-79.68709085771411,43.15172144914403,205.95827
-80.0864095331349,43.17811902345757,223.71358
-80.02489674610263,43.17761126338823,217.46959
-79.9941409657328,43.177344983640864,222.80544
-79.96338561148677,43.17707043782953,228.49345
-79.93263069638283,43.17678762627462,235.42513
-79.90187623343813,43.176496549306165,238.3688
-79.87112223566855,43.17619720726389,218.36679
-79.84036871608878,43.17588960049708,224.6392
-79.80961568771217,43.17557372936471,217.58089
-79.77886316355082,43.17524959423533,215.59793
-79.68660874645849,43.17422760869562,203.04613
-79.6558583692513,43.173870421456776,194.37709
-79.6251085612988,43.17350497220832,191.5408
-80.14761066931659,43.201103197549905,222.75331
-80.05530583598487,43.20037819189269,222.74316
-80.02453834208366,43.20011997667145,233.70251
-79.99377126185192,43.1998534886103,247.16318
-79.93223839454464,43.19929569522266,244.45634
-79.90147263354011,43.19900439054747,224.87112
-79.87070733834695,43.198704814334995,215.4604
-79.83994252199767,43.19839696693502,201.1935
-79.8091781975234,43.19808084870698,200.21655
-79.77841437795398,43.19775646001991,205.41301
-79.71688830564234,43.19708287279331,186.84985
-79.62460330962799,43.19601047329219,113.63491
-79.5323235610933,43.19486366147018,73.082504
-79.50156487177624,43.194464856851276,75.613686
-79.4708068175824,43.1940577859943,77.92899
-80.14729710870822,43.22361258870159,228.05872
-80.0549583317616,43.222887015880715,243.79103
-79.99340113126416,43.2223619021373,243.79436
-79.96262316542402,43.22208692661253,230.89139
-79.93184563992855,43.22180367241082,239.65617
-79.90106856783046,43.22151213986311,223.07251
-79.8702919621813,43.22121232930998,207.55405
-79.83951583603131,43.22090424110166,196.82393
-79.8087402024295,43.22058787559807,122.558846
-79.74719046505972,43.21993031419295,97.85475
-79.71641638738294,43.21958911905952,92.90348
-79.68564285443671,43.219239648167,87.22938
-79.65486987926307,43.21888190192357,66.06213
-79.62409747490257,43.21851588074705,73.85915
-79.59332565439418,43.218141585064934,74.526436
-79.56255443077535,43.217759015314364,74.5201
-79.53178381708194,43.21736817194213,74.57371
-79.50101382634814,43.21696905540461,74.5607
-79.47024447160649,43.21656166616791,74.57009
