Longitude,Latitude,Water_Level
-77.96551249246241,43.08568350468541,190.6629
-77.95324408761732,43.08535722045763,183.3571
-77.94097588810335,43.085029622954316,192.3456
-78.09962872337873,43.107172701472244,207.30742
-78.18514098985344,43.118314114848786,209.31833
-78.16017021453845,43.12670078078532,190.28157
-78.06194565741491,43.12421877532797,190.14394
-77.96373379613145,43.12165258103443,197.63432
-78.14747318835744,43.13538884177537,195.14719
-78.30673987867387,43.14825568634263,194.85869
-78.06108378399895,43.14220481041305,193.52911
-78.04880300961904,43.141888441931705,197.51878
-78.26948596706083,43.15637624689024,200.3282
-78.09750144835328,43.15213930319813,196.06438
-78.0360876089798,43.150563550146074,184.05055
-77.98696013877112,43.149279249195935,199.44412
-77.97467877826766,43.14895488299494,196.32565
-77.96239762223189,43.14862920052896,194.43217
-77.93783592685915,43.147973887044714,194.971
-78.37929714371818,43.17695441396797,189.29088
-78.3301339486099,43.17581693426731,197.86656
-78.26868402743438,43.17436541341443,213.12627
-78.19495023179317,43.172580079538136,203.40773
-77.91236888392197,43.16529681028363,186.3424
-78.55103051146479,43.18976594261954,172.8429
-78.51414517954574,43.18896997018375,190.07402
-78.4772613632985,43.18816211841495,182.11285
-78.39120514534787,43.18623094120143,183.17314
-78.36661923231631,43.18566730076784,189.08615
-78.13308957469705,43.18004957525257,200.35025
-77.92420120116967,43.174619791031624,169.30348
-78.63675468865661,43.20057411555696,108.395874
-78.55067052269511,43.19876248524471,184.11714
-78.47689055839624,43.19715815968558,177.69897
-78.28017456692811,43.19264763563712,202.5556
-78.19412595221118,43.190568061150344,205.08395
-78.1449594778228,43.18935071456503,214.70332
-78.07121558312011,43.18748513390088,220.99448
-77.96061318242567,43.18459777603728,207.52127
-77.91146187334363,43.18328023927534,206.0583
-78.67330820989928,43.2103280460156,109.74166
-78.66100770190016,43.2100770879593,126.82332
-78.64870735253113,43.2098248085719,106.7351
-78.56260941834792,43.20802185957522,144.38373
-78.47651958250637,43.20615418419519,158.90132
-78.45192401383589,43.205608676513314,162.15024
-78.42732913612507,43.205057886842205,169.34003
-78.39043812962072,43.204221799505824,168.05919
-78.29206995603603,43.201934146656036,198.38693
-78.279774751458,43.20164225033057,199.24599
-78.25518489616178,43.201054498461524,197.20326
-78.07078515386732,43.19647813524883,194.74985
-78.00932835589619,43.19488673149374,186.9957
-78.73447985869207,43.22056071327494,121.7612
-78.68526841105876,43.219575073226814,116.99969
-78.47614843553546,43.215150191941945,150.39378
-78.4515492589126,43.2146045137481,159.38872
-78.43924992943776,43.21432969326162,158.39813
-78.39005435647657,43.213217203251375,162.16495
-78.36545762857315,43.212653034134966,166.46094
-78.31626632309589,43.211508849784465,188.22673
-77.94742799203406,43.20225434419168,182.65108
-77.92284514024053,43.201595164025065,183.10985
-78.78336759841432,43.230523184822815,112.109566
-78.7341464633827,43.22955839557706,110.169914
-78.72184156207855,43.2293138920682,118.130005
-78.64801543091562,43.22781910248156,112.37637
-78.63571162959398,43.227565343229024,114.59682
-78.56189222055332,43.22601502609638,127.068436
-78.50038058869742,43.22468674598641,138.93153
-78.48807876782489,43.22441712519218,137.45764
-78.47577711739001,43.224146182924066,141.54459
-78.46347563822324,43.223873919232624,142.33377
-78.42657223663517,43.22304920012764,153.20773
-78.40197084047226,43.222492781212445,170.42989
-78.38967040634984,43.22221259005666,162.7908
-78.37737014930673,43.2219310778384,162.18005
-78.36507007017279,43.22164824461016,164.96768
-78.34047044895158,43.221078615335145,168.41911
-78.26667594139109,43.21933802880999,180.64058
-78.21748329944977,43.21815122654932,189.39247
-78.1928881073061,43.21754990336822,191.15045
-78.18059079634179,43.217247261460635,196.22293
-78.1068109742586,43.215403689147955,201.42722
-78.04533317562058,43.21383108408206,179.03564
-78.03303821343928,43.21351260433567,177.88898
-77.95927269269274,43.21157401971792,157.86218
-77.94697915568004,43.21124630515393,168.00966
