Longitude,Latitude,Water_Level
-78.31754009468352,41.97516738221719,515.224
-78.3467481294669,41.99836076208311,443.11984
-78.61733229433128,42.02681427670095,441.5768
-78.34581261084905,42.0208531971768,428.85324
-78.31564893401877,42.02015125774428,459.30716
-78.37505138335763,42.04404009327213,454.98334
-78.34487602466157,42.04334552682022,425.99155
-78.97805018906668,42.07876868023033,524.85657
-78.91764131915936,42.077688013287194,455.07355
-78.88743813827011,42.07713576462437,404.74054
-78.70623737468418,42.07365550006655,485.3737
-78.43449948752139,42.06789929218214,440.0811
-79.03776860846307,42.102320654532946,428.79373
-78.97733514509419,42.10127094253151,388.7063
-78.94711963265154,42.1007341601667,442.6832
-78.88669110706459,42.09963674576028,410.66998
-78.85647811823988,42.09907611496621,405.72562
-78.79605474931064,42.09793100938275,441.8245
-78.64501211156629,42.09492918624107,419.09094
-78.61480638711134,42.094304988335736,420.77042
-78.55439783841416,42.09303276486799,423.86676
-78.49399323755878,42.09172877602369,436.6557
-78.46379244789672,42.091064871431364,468.9514
-78.43359268157991,42.09039302772808,434.07205
-78.40339395073127,42.08971324567691,465.98227
-78.37319626747104,42.089025526049916,451.07697
-79.18822482191293,42.12731070340442,381.40732
-79.06730270768571,42.125336972804554,483.46597
-78.79527485122745,42.12043055304964,404.2086
-78.64417888148472,42.11742637521225,455.66528
-78.34205984652237,42.1108218827286,455.38113
-79.3992993174839,42.15296552515987,398.05264
-79.24806988263516,42.150755382607144,423.46634
-79.21782607442634,42.15028944721401,386.07803
-79.18758298763882,42.149815544076674,394.62668
-79.00614030044918,42.146804833472395,450.11465
-78.97590260541413,42.146275171739404,408.26633
-78.94566572943486,42.14573754683172,398.0821
-78.91542968470662,42.14519195936122,440.46103
-78.85496013777346,42.1440768992243,634.6661
-78.79449406213345,42.142929996404064,408.2203
-78.61311763762345,42.139298284762724,539.5835
-78.55266642162111,42.138024064849795,520.5132
-78.49221916395497,42.136718029794885,474.85858
-78.46199704990316,42.13605308344,558.96985
-78.40155591214997,42.13469933685571,441.4872
-79.4895094100615,42.17670414597703,422.93317
-79.42899032228405,42.17589118669513,398.66754
-79.39873172738518,42.175472740544215,398.5463
-79.24744873232137,42.17326086403339,376.88678
-79.09618349097154,42.17084962495874,411.68625
-79.03568270782097,42.169829323001075,420.16098
-78.94493753150131,42.16823909198191,390.24753
-78.76346998204826,42.164843489498054,411.47083
-78.73322848883164,42.1642496746384,410.668
-78.70298791339034,42.163647895518956,431.226
-78.49133060696367,42.15921250107895,498.42685
-78.46109781248863,42.15854703329617,577.2046
-78.40063531799666,42.15719222518433,443.95773
-78.37040564231916,42.15650288639637,560.7663
-78.27972304754098,42.15438714054008,547.27905
-79.64033522892574,42.201106485309175,470.88705
-79.48897335431695,42.19921223258625,455.30072
-79.45870276956339,42.19880942617056,390.26117
-79.42843281014069,42.19839863551487,398.1826
-79.36789481631612,42.197553103365834,493.562
-79.27709282194388,42.19622493534545,406.71228
-79.24682687185508,42.195766249402354,400.094
-79.21656163286407,42.195299582688186,465.7874
-79.15603333715521,42.194342309083254,435.57593
-79.12577030492253,42.19385170328346,457.71725
-79.095508032758,42.193353118894514,446.61438
-79.00472589904133,42.191809499919586,395.3467
-78.97446678950743,42.19127900694615,382.80444
-78.91395104637847,42.190194094639374,464.4719
-78.88369443723649,42.18963967654195,529.6956
-78.79292980617362,42.1879285820794,469.54166
-78.67192287904523,42.1855355202387,436.97592
-78.49044103471658,42.181706868589764,473.1578
-78.36947330794783,42.17899512936751,457.96362
-78.27875865637549,42.17687772473445,508.18784
-79.60956800412325,42.22325280058272,482.50336
-79.54900116614581,42.222502496498315,496.24832
-79.51871862501714,42.222115356462595,458.28928
-79.48843668550037,42.22172022501704,396.5956
-79.45815535987242,42.221317102612346,398.08197
-79.397594599383,42.22048688677407,493.0671
-79.18565307911346,42.21732948668414,449.91803
-79.1251048042013,42.21635549087445,387.79294
