Longitude,Latitude,Water_Level
-80.12022618310147,43.09373890843209,203.32228
-80.09565445193192,43.09354734701233,198.40288
-80.07108296505815,43.09335051021881,197.94662
-80.03422620731195,43.093045364024775,188.7179
-80.02194075073008,43.09294101110133,187.70181
-80.00965536019667,43.09283533944739,214.68097
-80.1078095632772,43.10264762913261,208.36935
-79.99722311550258,43.101731904598275,206.3585
-80.07081065548583,43.11135799606125,194.88972
-80.04623221917491,43.111155757530035,194.57143
-80.00936505023866,43.110842502823765,208.10648
-79.98478727098372,43.110627068640426,217.07886
-79.93563254243442,43.11018036648889,213.5402
-79.9233440380459,43.11006539236692,211.99255
-80.05838335519122,43.120261226237055,190.10616
-79.99692907015908,43.11973897175762,207.23102
-79.87402569017098,43.11859547076259,211.09694
-80.10741702912843,43.12965906782558,206.0691
-80.05824524120199,43.12926490129436,204.9857
-79.9967819457798,43.128742483400295,211.2232
-79.92302823960375,43.12807201089251,210.49123
-79.84927715560706,43.1273540106108,217.8066
-79.9351641408643,43.13719038020589,216.16867
-79.92287023114494,43.13707529812619,213.28087
-79.89828263117178,43.13684117209971,220.45319
-79.88598894258,43.13672212819659,225.83656
-79.86140179234074,43.13648007872166,222.82309
-79.7753492366588,43.13559131044705,202.48247
-79.98419142814637,43.14664095025313,210.44766
-79.93500786296573,43.14619368875958,215.84766
-79.92271214980795,43.14607857067307,218.99857
-79.91041650956814,43.14596213154389,223.50769
-79.88582545116834,43.145725290244705,226.21358
-79.86123469441777,43.14548316503878,216.15161
-79.84893943123934,43.1453601210271,213.36455
-79.83664424596726,43.14523575610679,214.8651
-79.7997591659016,43.14485473612747,204.0415
-80.10702395159174,43.15667037563986,213.5025
-80.08242710996251,43.156475750750324,203.95882
-80.05783051689366,43.15627583899704,213.73535
-80.04553231565012,43.156173900593,213.22006
-80.03323417904352,43.156070640529286,215.38933
-79.95944676338179,43.15542332639073,219.16258
-79.94714910253428,43.15531081526286,219.97655
-79.92255399555293,43.15508182853261,230.91737
-79.8733646637394,43.15460799777762,212.91931
-79.86106751941975,43.154486236614446,213.84378
-79.84877045221724,43.154363154106576,207.69667
-79.81187972162998,43.153985978745716,210.659
-79.7626932109433,43.153464580860415,209.08646
-79.6889159746495,43.15264284992385,200.33704
-80.10689280483935,43.16567411582502,209.70157
-80.06999221845334,43.16538010394604,209.23723
-79.94699448556466,43.1643141300767,222.19934
-79.93469509086974,43.16420026183581,234.76823
-79.91009651880817,43.163968559703584,227.7676
-79.87319921652224,43.1636110927054,214.44942
-79.8609002673046,43.16348929344808,212.26834
-79.84860139524623,43.163366172432845,210.25735
-79.83630260117936,43.16324172968264,214.30716
-79.8117052503488,43.16298887907051,210.86153
-79.79940669524939,43.1628604712558,213.98695
-79.76251152119943,43.162467318065296,205.95375
-79.7379151561931,43.162198608061566,206.92796
-79.66412813931012,43.16136076246492,199.00777
-79.65183061495819,43.161216496615594,201.41026
-80.168272806666,43.17514156275947,222.46619
-80.1067615975785,43.17467784146627,204.2714
-80.08215753190117,43.17448309477053,214.3629
-80.0083468545243,43.17386711425451,221.53293
-79.99604530532595,43.17375982222328,221.81776
-79.9591410693027,43.17343001176329,228.42387
-79.90993641270322,43.17297175173517,228.38365
-79.84843226028372,43.1723691760053,217.42993
-79.8361316605714,43.17224469432317,223.54514
-79.82383113972585,43.17211889051597,217.30817
-79.81153069857967,43.171991764607206,215.80875
-79.79923033796543,43.17186331662057,211.58784
-79.72542991207021,43.171064866426086,211.01433
-79.71313013848858,43.17092716457973,205.00093
-79.68853085373121,43.17064779527562,199.74991
-80.16815057574333,43.18414541894073,219.65579
-80.14354230230262,43.18396384150949,221.29727
-79.98359448514549,43.18265459768627,226.90875
-79.97129126593772,43.18254462646502,228.46056
-79.94668503758783,43.18232071570109,240.48001
-79.9343820301125,43.182206776200246,238.67075
-79.90977623272782,43.181974929067195,230.13432
